worker_id,city_risk_index,rainfall_last_3day_avg,flood_zone_flag,traffic_peak_index,pollution_spike_flag,parcel_demand_index,historical_income_variance,active_hours_ratio,gps_jump_distance,claim_frequency_7day,nearby_claim_cluster_score,income_loss_hours,disruption_risk_score_feature,mobility_stability_index,logistics_volatility_feature,behavioral_trust_index,rain_traffic_interaction,flood_claim_interaction,gps_claim_anomaly,high_income_loss_risk_flag,expected_income_loss_hours_next_week
WRK-00014,0.359,54.64,0,0.8394,0,0.3656,0.7539,0.8448,0.77,0.0,0.2592,7.21,0.26449,0.9327342327982938,0.5312404290429042,0.86792,0.13104233142857144,0.0,0.0,0,8.03298678938327
WRK-00015,0.3181,20.93,0,0.6531,0,0.5739,0.5155,0.5191,1.73,1.0,0.2213,1.24,0.184205,0.7959888607026603,0.3182904290429042,0.7302949999999999,0.03905538,0.0,0.0019418565495566233,0,1.4442824875323503
WRK-00016,0.4425,48.35,0,0.7318,0,0.8857,0.7302,0.8264,0.85,1.0,0.0848,3.0,0.2313,0.9248354517903243,0.7472163366336634,0.8788,0.10109294285714286,0.0,0.0009540913682792658,0,3.735980117183218
WRK-00017,0.6903,80.34,0,0.8838,0,0.1087,1.0,0.7344,5.73,0.0,0.285,8.43,0.30129,0.8551698103041868,0.9192450495049505,0.82154,0.20286997714285718,0.0,0.0,1,8.74212442470347
WRK-00018,0.6349,13.21,0,0.8523,0,0.4268,0.6176,0.7004,1.2,0.0,0.0052,8.04,0.226285,0.872078284880458,0.39997161716171614,0.89358,0.032168237142857145,0.0,0.0,1,6.132687357302531
WRK-00019,0.4986,60.9,0,0.9263,1,0.4197,0.6994,0.749,0.6,0.0,0.1359,5.56,0.44247499999999995,0.8955591424402289,0.4481942244224422,0.8713799999999999,0.1611762,0.0,0.0,0,7.6635986133347425
WRK-00020,0.6859,117.66,1,1.0,0,0.6551,0.621,0.535,1.03,5.0,0.5718,13.99,0.61766,0.8070631945223932,0.4547863036303631,0.49071,0.33617142857142857,0.5,0.005780671231339082,1,16.97380928987755
WRK-00021,0.5903,74.75,0,0.7964,0,0.7878,0.4826,0.9128,0.04,1.0,0.1872,2.75,0.27385,0.9648506094960153,0.5224468646864686,0.8783199999999999,0.17008828571428572,0.0,4.489841733078899e-05,0,1.01666547273236
WRK-00022,0.3943,47.45,0,0.9361,0,0.7701,0.3469,0.8204,0.08,0.0,0.135,6.34,0.28147500000000003,0.9276212189920305,0.43634191419141916,0.8966400000000001,0.1269084142857143,0.0,0.0,0,8.436023146548791
WRK-00023,0.5091,22.71,0,0.8629,0,0.4748,0.5617,0.6451,3.78,0.0,0.3779,4.12,0.238435,0.8325825973734426,0.3225166666666667,0.762415,0.055989882857142854,0.0,0.0,0,6.224118999852532
WRK-00024,0.4128,27.53,0,0.5472,1,0.655,0.2333,0.6014,6.78,1.0,0.2065,2.23,0.31433,0.7948983095745875,0.26083316831683173,0.76354,0.04304118857142857,0.0,0.0076102817375687335,0,3.675914722782062
WRK-00025,0.4769,72.84,0,0.7498,0,0.6644,0.3354,0.2856,101.7,5.9,0.603,21.13,0.26029,0.11424000000000001,0.3215778877887788,0.36255999999999994,0.15604409142857145,0.0,0.5900000000000001,1,26.628805529239134
WRK-00026,0.232,64.93,0,0.6726,0,0.4818,0.493,0.6228,0.25,2.0,0.3292,0.0,0.23308,0.8474363093500954,0.28094719471947194,0.69922,0.12477690857142859,0.0,0.0005612302166348623,0,0.0
WRK-00027,0.6171,76.41,1,0.8866,0,0.2242,1.0,0.763,2.31,3.0,0.0854,14.4,0.54806,0.8896426983948816,0.8001237623762376,0.78643,0.19355744571428574,0.3,0.007778650802559191,1,16.227191533451816
WRK-00028,0.5464,36.84,0,0.5878,1,0.4429,0.7275,0.7648,3.61,0.0,0.3687,2.57,0.33379000000000003,0.8816075070153777,0.4383168316831683,0.80707,0.06187014857142858,0.0,0.0,0,1.558357378613021
WRK-00029,0.6563,121.14,1,1.0,1,0.05,1.0,0.1632,65.96,9.1,1.0,38.67,0.77114,0.22105505892917388,0.9797854785478548,0.08862000000000003,0.3461142857142857,0.9099999999999999,0.6737411606240863,1,35.05975648913459
WRK-00030,0.5666,124.99,0,1.0,0,0.8636,0.6368,0.6175,2.36,2.0,0.2014,8.19,0.37499,0.8311059602649007,0.6777234323432344,0.7357049999999999,0.3571142857142857,0.0,0.0052980132450331,1,9.689701485970692
WRK-00031,0.8685,94.61,0,0.8979,0,0.895,0.6444,0.8092,5.08,3.0,0.079,9.48,0.319085,0.8894674059939389,0.7139079207920792,0.8045199999999999,0.24271519714285716,0.0,0.0171062970030306,1,12.058246521920042
WRK-00032,0.5477,45.98,0,0.8045,0,0.8627,0.5389,0.895,1.4,0.0,0.0892,6.46,0.247105,0.9485713323605343,0.6278452145214521,0.9364899999999998,0.10568831428571428,0.0,0.0,0,8.143071341505753
WRK-00033,0.7507,102.71,1,1.0,0,0.0538,1.0,0.5245,2.5,4.0,0.4275,13.81,0.60271,0.7929630935009541,0.9758663366336633,0.565325,0.29345714285714286,0.4,0.011224604332697246,1,14.61217786021166
WRK-00034,0.682,87.63,1,0.8563,0,0.05,1.0,0.6473,0.62,4.0,0.3805,21.22,0.551705,0.8547444471882366,0.9797854785478548,0.622405,0.21439305428571429,0.4,0.002783701874508917,1,20.504313937778278
WRK-00035,0.3506,33.98,0,0.6157,0,0.5104,0.5344,0.2881,61.09,7.5,0.7539,15.92,0.187905,0.3038133527893151,0.27215049504950495,0.262165,0.05977567428571428,0.0,0.5142833090133561,1,19.466766534645707
WRK-00036,0.6618,82.16,0,1.0,0,0.6922,0.5119,0.6691,0.15,3.0,0.1385,5.99,0.33216,0.8666297856100573,0.4384995049504951,0.7376349999999999,0.23474285714285714,0.0,0.000505107194971376,0,7.710908699535935
WRK-00037,0.6197,51.81,0,0.7682,1,0.4313,0.673,0.7437,0.07,0.0,0.2562,0.35,0.39386,0.8970085666180267,0.4230305280528053,0.833435,0.11371554857142857,0.0,0.0,0,1.9399831015869595
WRK-00038,0.5303,31.17,0,0.792,0,0.4781,0.436,0.7094,0.96,1.0,0.3369,4.96,0.22917,0.8772946279043664,0.256263201320132,0.7622199999999999,0.07053325714285714,0.0,0.0010775620159389355,0,6.6591768462228895
WRK-00039,0.5458,56.68,0,0.9292,0,0.6834,0.3212,0.8685,1.83,1.0,0.1715,4.65,0.28898,0.9350753844426984,0.33407359735973596,0.8675250000000001,0.15047730285714286,0.0,0.0020541025928835963,0,4.268528725618326
WRK-00040,0.4461,36.36,0,0.5958,1,0.5902,0.1838,0.8885,0.49,0.0,0.0681,1.0,0.33531,0.9520999663261871,0.1692514851485148,0.9405449999999999,0.061895108571428575,0.0,0.0,0,2.3684351025567145
WRK-00041,0.4697,59.62,0,0.892,0,0.6365,0.2548,0.5063,3.24,2.0,0.2875,7.1,0.28262,0.7806993691772366,0.2525031353135313,0.670955,0.15194582857142855,0.0,0.0072735436075878155,0,7.44609067612
WRK-00042,0.5522,55.64,1,1.0,0,0.4256,0.6799,0.7035,0.65,3.0,0.3441,14.72,0.55564,0.8770224043102481,0.4323592409240924,0.6879949999999999,0.15897142857142857,0.3,0.0021887978448759627,1,17.576696285337512
WRK-00043,0.3325,61.39,0,0.7748,0,0.7124,0.505,0.8193,0.49,1.0,0.1753,2.21,0.25509,0.9244199663261871,0.4558828382838284,0.8491650000000001,0.13589992,0.0,0.000550005612302165,0,4.199752939285671
WRK-00044,0.5027,67.21,0,1.0,0,0.7171,0.3087,0.7313,5.57,1.0,0.0828,8.25,0.31721,0.8550073723201258,0.3625801980198019,0.846115,0.1920285714285714,0.0,0.006252104613312367,1,9.275039337763609
WRK-00045,0.5888,121.61,1,1.0,0,0.05,1.0,0.2196,53.84,9.6,0.8329,35.07,0.62161,0.3252403816365482,0.9797854785478548,0.14099,0.34745714285714285,0.96,0.5801593893815229,1,45.53707163330239
WRK-00046,0.2167,17.48,0,0.5587,0,0.4719,0.5515,0.7779,0.62,0.0,0.3279,0.0,0.157155,0.9069844471882367,0.3204075907590759,0.8238949999999999,0.027903074285714285,0.0,0.0,0,0.0
WRK-00047,0.7055,89.87,1,1.0,0,0.2115,1.0,0.8212,4.71,4.0,0.3654,21.42,0.58987,0.8967592681557977,0.8132219471947194,0.6878,0.2567714285714286,0.4,0.021147154562801612,1,21.52967145071683
WRK-00048,0.3153,24.6,0,0.4242,0,0.6622,0.0902,0.565,7.7,0.0,0.1302,0.0,0.13065,0.7741423279829387,0.19670891089108913,0.8086899999999999,0.0298152,0.0,0.0,0,0.0
WRK-00049,0.2409,73.36,0,0.7922,0,0.7697,0.3454,0.6569,2.04,2.0,0.3923,0.2,0.27141,0.8490210842967785,0.4351793729372938,0.692225,0.16604512000000002,0.0,0.004579638567740476,0,1.186980313094974
WRK-00050,0.4932,51.69,0,0.7893,1,0.724,0.2013,0.2247,96.94,5.6,0.6571,15.57,0.399015,0.08988000000000002,0.31599653465346533,0.335515,0.11656833428571428,0.0,0.5599999999999999,1,12.158258735013993
WRK-00051,0.6196,74.85,0,0.9061,0,0.5476,0.3156,0.7931,1.49,1.0,0.3324,4.34,0.301375,0.9072052037265688,0.19121584158415839,0.7928649999999999,0.1937759571428571,0.0,0.0016724660455718896,0,4.279391829391859
WRK-00052,0.6612,28.83,0,0.744,1,0.7446,0.2505,0.6795,0.1,1.0,0.1439,0.93,0.36483,0.8711265237400381,0.36184240924092415,0.809655,0.061284342857142855,0.0,0.00011224604332697247,0,0.0
WRK-00053,0.4594,71.28,0,0.9773,0,0.7243,0.2616,0.8563,3.53,0.0,0.381,5.65,0.31560499999999997,0.9187462880233472,0.3464559405940595,0.835405,0.19903412571428572,0.0,0.0,0,5.7609701947327725
WRK-00054,0.6807,97.82,0,0.8619,0,0.2617,1.0,0.6869,4.94,2.0,0.2428,8.6,0.313295,0.8414902727578853,0.7614480198019802,0.7475749999999999,0.24088873714285713,0.0,0.01108990908070488,1,10.548985513293456
WRK-00055,0.751,127.13,1,1.0,0,0.6927,0.1791,0.9024,1.59,1.0,0.2481,20.58,0.62713,0.9502517274666067,0.2726151815181518,0.8564099999999999,0.3632285714285714,0.1,0.0017847120888988622,1,24.837582709965954
WRK-00056,0.8098,107.59,0,1.0,0,0.5387,0.5555,0.848,3.21,2.0,0.3023,8.93,0.35758999999999996,0.917581412055225,0.30198679867986794,0.78611,0.3074,0.0,0.007206195981591632,1,12.16533525364107
WRK-00057,0.6225,105.01,0,0.9391,0,0.2211,1.0,0.5636,0.54,3.0,0.1731,8.73,0.339785,0.821803228196206,0.8033209570957096,0.69033,0.28175683142857144,0.0,0.0018183859018969539,1,8.120195563541118
WRK-00058,0.5527,60.47,0,1.0,0,0.2358,1.0,0.8094,0.43,1.0,0.1175,5.34,0.31047,0.9208640520821642,0.7881600660066006,0.86304,0.17277142857142858,0.0,0.0004826579863059816,0,5.336932146359249
WRK-00059,0.424,71.99,0,0.7889,1,0.6647,0.5322,0.6679,0.72,0.0,0.3617,1.23,0.419215,0.8623109709282748,0.4202872937293729,0.775255,0.16226546,0.0,0.0,0,0.0
WRK-00060,0.4443,49.55,0,0.7086,0,0.8281,0.4573,0.5944,1.33,0.0,0.1677,0.0,0.2267,0.8288027657425077,0.5513603960396039,0.80773,0.10031751428571428,0.0,0.0,0,0.0
WRK-00061,0.3694,13.52,0,0.524,0,0.6324,0.1182,0.8453,1.79,1.0,0.3686,3.37,0.14452,0.9260647749466833,0.17997458745874584,0.8002749999999998,0.02024137142857143,0.0,0.0020092041755528068,0,5.845703198718846
WRK-00062,0.3904,23.38,0,0.6946,0,0.7438,0.5019,0.6094,1.26,2.0,0.32,1.25,0.19702999999999998,0.835274199124481,0.4867173267326733,0.69729,0.04639928,0.0,0.0028286002918397057,0,3.4369203987070183
WRK-00063,0.5904,125.0,0,1.0,1,0.352,0.8506,0.6217,1.27,0.0,0.1303,8.85,0.525,0.8401268514984847,0.5936168316831684,0.8285049999999999,0.35714285714285715,0.0,0.0,1,10.174129930639065
WRK-00064,0.4768,23.01,0,0.7202,1,0.753,0.4817,0.7524,4.0,0.0,0.3471,2.77,0.35306,0.8740209496015265,0.48610577557755774,0.80921,0.04734800571428571,0.0,0.0,0,2.6635993351189224
WRK-00065,0.7182,83.17,0,0.8024,0,0.8469,0.5188,0.5863,5.02,1.0,0.081,8.4,0.28376999999999997,0.800711491749916,0.6014998349834983,0.7959050000000001,0.19067316571428572,0.0,0.005634751375014017,1,9.620531407312873
WRK-00066,0.6175,48.14,0,0.8708,0,0.4655,0.4863,0.4994,2.18,4.0,0.3163,6.63,0.26584,0.785078217532832,0.2944082508250825,0.5899,0.11977231999999999,0.0,0.009787854978112,0,8.37971305830387
WRK-00067,0.3491,34.12,0,0.5432,0,0.848,0.5738,0.5869,0.16,1.0,0.2546,3.06,0.16992,0.833682437984061,0.6301343234323432,0.744035,0.05295423999999999,0.0,0.00017959366932315595,0,2.960315327306533
WRK-00068,0.6098,67.14,0,1.0,1,0.1174,1.0,0.7333,2.44,2.0,0.1444,9.24,0.46714,0.8768871792569313,0.9102722772277227,0.7933349999999999,0.19182857142857143,0.0,0.005477606914356256,1,9.314733210700812
WRK-00069,0.7634,96.03,1,1.0,0,0.2388,1.0,0.8811,2.02,6.0,0.3567,14.08,0.5960300000000001,0.938835779548771,0.7850660066006601,0.6413749999999999,0.2743714285714286,0.6,0.013604220451229061,1,11.511593015948703
WRK-00070,0.9417,75.94,1,0.9795,0,0.4477,0.9297,0.2201,61.03,8.6,0.7862,24.9,0.5708150000000001,0.27701743854529226,0.5344663366336634,0.19017499999999998,0.21252351428571428,0.86,0.589132338085081,1,25.87574512504863
WRK-00071,0.3546,53.54,0,0.7291,1,0.8316,0.4696,0.6378,0.28,0.0,0.0337,4.51,0.385815,0.8532342664721069,0.5611201320132013,0.8631199999999999,0.11153146857142857,0.0,0.0,0,3.662473378657775
WRK-00072,0.4949,36.51,0,0.9461,0,0.4612,0.4769,0.635,3.31,0.0,0.0166,8.67,0.273035,0.8317079357952633,0.2941430693069307,0.86727,0.09869174571428571,0.0,0.0,1,9.354486876341067
WRK-00073,0.7135,93.71,0,0.8647,0,0.598,0.177,0.647,1.09,2.0,0.0286,10.43,0.30988499999999997,0.8514591087664161,0.17389603960396038,0.79787,0.23151724857142855,0.0,0.002446963744528,1,12.707708296124743
WRK-00074,0.5818,26.38,0,0.9238,0,0.1836,1.0,0.8486,1.81,0.0,0.268,8.82,0.25733,0.9272500796946908,0.841996699669967,0.86661,0.06962812571428571,0.0,0.0,1,8.745737104822899
WRK-00075,0.556,45.25,0,0.7953,0,0.4177,0.6805,0.6802,6.57,0.0,0.1043,5.66,0.244075,0.8278326097205075,0.4408069306930693,0.8567799999999999,0.10282092857142856,0.0,0.0,0,4.254417151126887
WRK-00076,0.6265,92.55,0,0.8825,1,0.5906,0.3082,0.8317,0.6,0.0,0.3408,8.16,0.463175,0.9286391424402289,0.23186402640264026,0.8388549999999999,0.23335821428571424,0.0,0.0,1,8.033022839987925
WRK-00077,0.5524,61.6,0,1.0,0,0.6893,0.1035,0.525,7.25,2.0,0.0019,5.33,0.3116,0.761172971152767,0.23130858085808584,0.76318,0.17600000000000002,0.0,0.016275676282411007,0,6.586875403506413
WRK-00078,0.643,33.64,0,0.8723,0,0.2364,1.0,0.5124,4.24,0.0,0.1872,6.63,0.251715,0.7764046065776182,0.7875412541254125,0.7731799999999999,0.08384049142857143,0.0,0.0,0,7.768911850356636
WRK-00079,0.7064,92.49,0,1.0,0,0.7783,0.4525,0.4876,0.43,1.0,0.0391,9.59,0.34248999999999996,0.7921440520821641,0.4975990099009901,0.77393,0.26425714285714286,0.0,0.0004826579863059816,1,11.796967344763706
WRK-00080,0.3231,20.24,0,0.7135,0,0.9381,0.8352,0.7714,0.31,0.0,0.2181,3.76,0.198615,0.9064722235941183,0.8537592409240925,0.85456,0.04126068571428571,0.0,0.0,0,2.984441503860239
WRK-00081,0.4926,19.19,0,0.6354,0,0.4584,0.5555,0.7671,0.71,0.0,0.3088,2.39,0.17804,0.9020583185542709,0.3363308580858086,0.8258449999999999,0.03483807428571429,0.0,0.0,0,2.394262603188879
WRK-00082,0.7783,84.6,0,0.9449,0,0.2269,1.0,0.6954,4.88,1.0,0.0314,7.03,0.32082499999999997,0.8452943585138624,0.7973391089108911,0.84897,0.22839582857142854,0.0,0.005477606914356256,0,7.3658284026302905
WRK-00083,0.598,31.85,0,0.8986,0,0.4509,0.5017,0.8512,0.13,0.0,0.3947,4.44,0.2565,0.9396044808620496,0.3171660066006601,0.82951,0.08177259999999999,0.0,0.0,0,7.643880983956776
WRK-00084,0.4663,28.79,0,0.5848,0,0.9951,1.0,0.854,1.25,0.0,0.214,1.47,0.17498999999999998,0.933181546750477,0.9949463696369637,0.8847,0.048103977142857135,0.0,0.0,0,0.0
WRK-00085,0.4181,41.18,0,0.6703,0,0.5272,0.5543,0.6891,0.53,0.0,0.3948,1.49,0.208755,0.8720705758222023,0.2895262376237624,0.7727449999999999,0.07886558285714286,0.0,0.0,0,1.1160947314888945
WRK-00086,0.3937,51.14,0,0.6153,0,0.4758,0.4919,0.6971,0.36,1.0,0.3121,1.5,0.20496499999999998,0.8764154854641375,0.28658531353135314,0.765355,0.08990412,0.0,0.00040408575597710084,0,2.7377319256143404
WRK-00087,0.7713,128.6,0,1.0,0,0.839,0.6062,0.4042,1.98,1.0,0.1872,11.08,0.3786,0.7483451700527557,0.6370521452145215,0.70031,0.36742857142857144,0.0,0.0022224716578740544,1,12.88122455749833
WRK-00088,0.4825,78.26,0,1.0,0,0.3325,0.9936,0.9086,1.71,2.0,0.0866,7.85,0.32826,0.9519235559546526,0.6852282178217821,0.8720299999999999,0.22360000000000002,0.0,0.003838814681782458,0,8.242602944058364
WRK-00089,0.3821,37.81,1,0.7129,1,0.7544,0.3159,0.1909,35.64,6.5,0.6311,17.38,0.616035,0.43633306094960206,0.4046496699669967,0.29998499999999995,0.07701356857142858,0.65,0.2600291839712644,1,15.917481096817937
WRK-00090,0.3661,37.62,0,0.5124,0,0.8575,0.6794,0.6229,0.95,0.0,0.0444,2.04,0.16571999999999998,0.8427619755303626,0.6927321782178218,0.854695,0.055075679999999995,0.0,0.0,0,2.429787358449297
WRK-00091,0.6198,86.95,0,0.8271,0,0.5185,0.3368,0.3325,49.12,10.2,0.7237,26.34,0.293725,0.40218846110674683,0.17180346534653462,0.19926499999999997,0.20547527142857142,0.0,0.5513525648220886,1,25.044910946733328
WRK-00092,0.4678,67.61,0,0.8493,0,0.9222,0.867,0.2663,63.23,4.1,0.8139,17.87,0.27993500000000004,0.2806809608261319,0.8532607260726073,0.355535,0.16406049428571431,0.0,0.29099001010214315,1,22.210420871656716
WRK-00093,0.4478,80.6,0,0.7987,1,0.7764,0.4216,0.9115,0.37,1.0,0.237,3.73,0.43027499999999996,0.9621081378381412,0.4801894389438944,0.8629249999999999,0.18392919999999996,0.0,0.00041531036030979806,0,5.310270640248899
WRK-00094,0.6972,99.8,1,1.0,0,0.454,0.5882,0.8415,3.34,5.0,0.2274,16.24,0.5998,0.9141058929172747,0.3572188118811881,0.701305,0.28514285714285714,0.5,0.0187450892356044,1,16.344662469774214
WRK-00095,0.4201,13.41,0,0.4436,1,0.8429,0.6309,0.7313,1.19,1.0,0.0355,4.58,0.27431,0.8845056325064542,0.6534244224422442,0.860305,0.016996217142857144,0.0,0.001335727915590972,0,3.752029809728068
WRK-00096,0.4298,67.64,0,1.0,0,0.4571,0.5643,0.7501,0.53,0.0,0.0395,5.95,0.31764,0.8964705758222022,0.3420716171617162,0.900685,0.19325714285714285,0.0,0.0,0,6.784385664414796
WRK-00097,0.6673,39.56,0,0.9032,0,0.6505,0.01,0.8181,1.73,0.0,0.3522,1.73,0.26536,0.9155888607026603,0.14454207920792078,0.8306749999999999,0.10208740571428572,0.0,0.0,0,0.6004583963868175
WRK-00098,0.3786,24.71,0,0.6873,0,0.8418,0.6827,0.886,5.04,1.0,0.0532,5.29,0.19653500000000002,0.9204567964979236,0.6781899339933993,0.90914,0.04852338,0.0,0.0056572005836794115,0,4.9937125401194
WRK-00099,0.3653,34.76,0,0.6019,0,0.9281,0.7609,0.8673,4.47,1.0,0.163,0.88,0.18523499999999998,0.916815611179706,0.8062957095709571,0.869655,0.059777268571428566,0.0,0.0050173981367156685,0,0.3804290035643864
WRK-00100,0.5886,46.88,1,0.953,1,0.4923,0.5998,0.7764,1.79,2.0,0.1533,16.6,0.68513,0.8985047749466832,0.3235179867986798,0.80575,0.12764754285714286,0.2,0.0040184083511056136,1,22.188711838935692
WRK-00101,0.3031,57.09,0,0.8918,0,0.7949,0.486,0.5366,1.45,1.0,0.2754,4.39,0.28004,0.8048745942305533,0.5314694719471948,0.72019,0.14546532,0.0,0.0016275676282411005,0,6.403859948944837
WRK-00102,0.4868,13.72,1,0.6093,0,0.294,0.9142,0.7847,0.24,5.0,0.3735,8.16,0.416045,0.9122636569760916,0.6852353135313531,0.6375949999999999,0.023884559999999996,0.5,0.0013469525199236694,1,8.810050349163141
WRK-00103,0.5285,52.01,0,0.7602,0,0.5251,0.3772,0.7319,2.11,1.0,0.0584,0.03,0.24206,0.8785496509148053,0.19881039603960396,0.853645,0.11296571999999998,0.0,0.0023683915141991187,0,0.7992878731620657
WRK-00104,0.581,126.71,0,1.0,0,0.4765,0.7432,0.6929,0.24,1.0,0.2719,11.74,0.37671,0.8755436569760915,0.41151336633663366,0.775945,0.3620285714285714,0.0,0.0002693905039847339,1,15.740541013546004
WRK-00105,0.5394,43.47,0,0.6616,0,0.5271,0.5428,0.8497,2.11,0.0,0.1681,2.87,0.20887,0.9256696509148052,0.283673102310231,0.8969649999999999,0.08217071999999999,0.0,0.0,0,4.796105500723282
WRK-00106,0.5709,52.29,0,0.6946,0,0.8819,0.6106,0.7518,2.1,2.0,0.3899,4.94,0.22594,0.8865769985408014,0.6834971947194719,0.7261599999999999,0.10377324,0.0,0.0047143338197328435,0,5.6841249424376965
WRK-00107,0.4204,95.04,0,0.8798,0,0.3115,1.0,0.6442,2.53,1.0,0.2245,11.86,0.31499,0.8406410506229656,0.7100866336633663,0.77312,0.23890340571428573,0.0,0.002839824896172403,1,13.317566115813122
WRK-00108,0.4233,62.19,0,0.7668,0,0.6559,0.0187,0.7098,2.51,0.0,0.0366,0.8,0.25389,0.8670157458749579,0.1544613861386139,0.8874500000000001,0.1362494057142857,0.0,0.0,0,0.9502383234585823
WRK-00109,0.7695,129.96,1,1.0,0,0.3901,0.6904,0.5863,2.12,9.0,0.2499,23.6,0.6299600000000001,0.8202423032888092,0.47422227722772275,0.46523499999999995,0.37131428571428576,0.9,0.021416545066786346,1,20.98879789780804
WRK-00110,0.3627,70.11,0,0.7815,0,0.8426,0.6997,0.7992,0.75,1.0,0.1175,3.16,0.26548499999999997,0.9146289280502862,0.6875150165016501,0.85947,0.15654561428571429,0.0,0.0008418453249522935,0,4.349281035994752
WRK-00111,0.5494,50.23,0,1.0,0,0.2881,1.0,0.815,0.34,2.0,0.0311,4.54,0.30023,0.9237101807161299,0.7342202970297029,0.8559199999999999,0.1435142857142857,0.0,0.0007632730946234128,0,3.210137201163513
WRK-00112,0.3963,52.12,0,0.6701,0,0.9382,0.7445,0.3448,1.09,1.0,0.0438,1.63,0.219645,0.7305791087664161,0.8085123762376238,0.72254,0.09978746285714285,0.0,0.001223481872264,0,2.5107049100118672
WRK-00113,0.6118,91.91,0,1.0,0,0.3783,0.7615,0.8362,4.07,3.0,0.3802,9.78,0.34191,0.9070695162195535,0.5219422442244224,0.72361,0.2626,0.0,0.013705241890223336,1,9.531670548058122
WRK-00114,0.6161,87.95,0,0.6502,0,0.4253,0.5838,0.5145,2.79,2.0,0.2881,7.67,0.2505,0.7870100123470648,0.38461864686468644,0.6736449999999999,0.16338597142857142,0.0,0.006263329217645063,0,9.591084533625418
WRK-00115,0.6774,82.82,0,1.0,1,0.3559,0.9138,0.6662,0.01,2.0,0.2203,9.0,0.48282,0.8664126523740039,0.6211945544554456,0.74708,0.2366285714285714,0.0,2.2449208665394494e-05,1,8.844819504740709
WRK-00116,0.7426,119.93,0,1.0,0,0.6614,0.3664,0.4684,1.55,1.0,0.0341,10.52,0.36993,0.7769211179705915,0.33398382838283824,0.76871,0.3426571428571429,0.0,0.0017398136715680733,1,13.04965288017973
